resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,Index Number,Volume,Title,Notes,description2,address
00001707.pdf,"Masonic Building, ca 1890",308.18 KB,"Masonic Building, ca 1890",,"Masonic Building, ca 1890.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6823/0,,,,1890,,,01707,Vol. 43,"Masonic Building, ca 1890",,,
00001708.pdf,"Henry Residence, ca 1900",397.75 KB,"Henry Residence, ca 1900",,"Henry Residence, ca 1900.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6824/0,,,,1900,,,01708,Vol. 43,"Henry Residence, ca 1900",,,
00001709.pdf,Monarch Haypress Works,281.21 KB,Monarch Haypress Works,,John Drivers Warehouse.,Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6825/0,,,,,,,01709,Vol. 43,Monarch Haypress Works,,,
00001710.pdf,"Estudillo Park, 1910",279.30 KB,"Estudillo Park, 1910",,"Estudillo Park, 1910.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6826/0,,,,1910,,,01710,Vol. 43,"Estudillo Park, 1910",,,
00001711.pdf,"Farrelly House, ca 1910",279.90 KB,"Farrelly House, ca 1910",,"Farrelly House, ca 1910.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6827/0,,,1711,1910,13D318,14,01711,Vol. 43,"Farrelly House, ca 1910",,,
00001712.pdf,"Jones Residence, ca 1910",368.96 KB,"Jones Residence, ca 1910",,"Abbie Jones, Florence Jones, Jessie Jones, Harrison Bidell, Mrs. Jones, Henry Jones.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6828/0,,,1712,1910,24D621,15,01712,Vol. 43,"Jones Residence, ca 1910",,,
00001713.pdf,"Jones Residence, ca 1910",281.69 KB,"Jones Residence, ca 1910",,"Jones Residence, ca 1910.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6829/0,,,1713,1910,24D621,15,01713,Vol. 43,"Jones Residence, ca 1910",,,
00001714.pdf,"Jones Residence, ca 1910",320.62 KB,"Jones Residence, ca 1910",,Mr. Henry Z. Jones.,Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6830/0,,,,1910,,,01714,Vol. 43,"Jones Residence, ca 1910",,,
00001715.pdf,"Jones Residence, ca 1910",347.75 KB,"Jones Residence, ca 1910",,"Gardener, Florence Jones, Jessie Jones, Harrison Bidell, Henry Jones Jr.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6831/0,,,1715,1910,24D621,15,01715,Vol. 43,"Jones Residence, ca 1910",,,
00001716.pdf,"Jones Residence, ca 1910",387.08 KB,"Jones Residence, ca 1910",,"Florence Jones, Abbie Jones, Harrison Bidell, Henry Jones, Mrs. Jones, Jessie Jones.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6832/0,,,1716,1910,24D621,15,01716,Vol. 43,"Jones Residence, ca 1910",,,
00001717.pdf,"Jones Residence, ca 1910",271.58 KB,"Jones Residence, ca 1910",,"Henry Jones, Wilhelm Schmidt, Jessie Ginn, Harrison Bidell, Roy Buck, Clarence Buck, Jessie Jones (in car), Abbie Jones (in car), Mrs. Jones (in car).",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6833/0,,,1717,1910,24D621,15,01717,Vol. 43,"Jones Residence, ca 1910",,,
00001718.pdf,"Driveway of Jones Residence, ca 1910",362.73 KB,"Driveway of Jones Residence, ca 1910",,"Driveway of Jones Residence, ca 1910.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6834/0,,,1718,1910,24D621,15,01718,Vol. 43,"Driveway of Jones Residence, ca 1910",,,
00001719.pdf,"Benjamin F. Stoakes Home, San Leandro",392.45 KB,"Benjamin F. Stoakes Home, San Leandro",,"Benjamin F. Stoakes Home, San Leandro.",Margurite Stoakes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6835/0,,,,,,,01719,Vol. 43,"Benjamin F. Stoakes Home, San Leandro",,,
00001720.pdf,"Church Choir, ca 1910",267.79 KB,"Church Choir, ca 1910",,"Church Choir, ca 1910.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6836/0,,,,1910,,,01720,Vol. 43,"Church Choir, ca 1910",,,
00001721.pdf,"Jones Electric Car, ca 1910",345.78 KB,"Jones Electric Car, ca 1910",,Studebaker Electric. Mrs. Jones.,Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6837/0,,,1721,1910,24D621,12,01721,Vol. 44,"Jones Electric Car, ca 1910",,,
00001722.pdf,T. P. Cary and Lucy Walrath who lived with her father,289.62 KB,T. P. Cary and Lucy Walrath who lived with her father,,T. P. Cary and Lucy Walrath who lived with her father.,Mrs. Stoakes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6838/0,,,,,,,01722,Vol. 44,T. P. Cary and Lucy Walrath who lived with her father,,,
00001723.pdf,"Jones Residence, ca 1910",243.48 KB,"Jones Residence, ca 1910",,"Harrison Bidell, Henry Z. Jones, Henry Jones, Jumbo Dog, Dog, Mrs. Jones, Jessie Jones.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6839/0,,,1723,1910,24D621,15,01723,Vol. 44,"Jones Residence, ca 1910",,,
00001724.pdf,"Childrens Group, ca 1920",357.26 KB,"Childrens Group, ca 1920",,"Childrens Group, ca 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6840/0,,,,1920,,,01724,Vol. 44,"Childrens Group, ca 1920",,,
00001725.pdf,"Jones Residence, Gate and Car, ca 1910",396.94 KB,"Jones Residence, Gate and Car, ca 1910",,"Jessie Jones, Florence Jones.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6841/0,,,1725,1910,24D621,15,01725,Vol. 44,"Jones Residence, Gate and Car, ca 1910",,,
00001726.pdf,"San Leandro Boy's Club Band, ca 1925",321.35 KB,"San Leandro Boy's Club Band, ca 1925",,"San Leandro Boy's Club Band, ca 1925.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6842/0,,,,1925,,,01726,Vol. 44,"San Leandro Boy's Club Band, ca 1925",,,
00001727.pdf,Float El Cereso Parlor No. 207 N.D. G.W. in front of Pacific Coast Oyster Co.,320.90 KB,Float El Cereso Parlor No. 207 N.D. G.W. in front of Pacific Coast Oyster Co.,,Float El Cereso Parlor No. 207 N.D. G.W. in front of Pacific Coast Oyster Co.,Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6843/0,,,,,,,01727,Vol. 44,Float El Cereso Parlor No. 207 N. D. G. W. in front of Pacific Coast Oyster Co.,,Float El Cereso Parlor No. 207 N. D. G. W. in front of Pacific Coast Oyster Co.,
00001728.pdf,Enos Home,487.37 KB,Enos Home,,Enos Home.,Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6844/0,,,,,,,01728,Vol. 44,Enes Home,,Enes Home,
00001729.pdf,"St. Mary's Convent School, Davis St., August 13, 1914",506.57 KB,"St. Mary's Convent School, Davis St., August 13, 1914",,"St. Mary's Convent School, Davis St., August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6845/0,,,,1914,,,01729,Vol. 44,"St. Mary's Convent School, Davis St., August 13, 1914",,,
00001730.pdf,"Daniel Best Theatre, San Leandro, August 13, 1914",478.35 KB,"Daniel Best Theatre, San Leandro, August 13, 1914",,Daniel Best Theater.,Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6846/0,,,,1914,,,01730,Vol. 44,"Daniel Beet Theatre, San Leandro, August 13, 1914",,"Daniel Beet Theatre, San Leandro, August 13, 1914",
00001731.pdf,"Residence of Mrs. Henrietta Farrelly. August 13, 1914",355.17 KB,"Residence of Mrs. Henrietta Farrelly. August 13, 1914",,"William H. Weeks, Architect.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6847/0,,,1731,1914,24E318,14,01731,Vol. 44,"Residence of Mrs. Henrietta Farrelly. August 13, 1914, Wm. H. Weeks, Architect",,"Residence of Mrs. Henrietta Farrelly. August 13, 1914, Wm. H. Weeks, Architect",
00001732.pdf,San Leandro Plaza,494.57 KB,San Leandro Plaza,,,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6848/0,,,1732,1914,10D824,10,01732,Vol. 44,"Residence of Mrs. Henrietta Farrelly, August 13, 1914",,"Residence of Mrs. Henrietta Farrelly, August 13, 1914",
00001733.pdf,"Carnegie Public Library, Published in San Leandro Standard, August 13, 1914",341.00 KB,"Carnegie Public Library, Published in San Leandro Standard, August 13, 1914",,"Carnegie Public Library, Published in San Leandro Standard, August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6849/0,,,,1914,,,01733,Vol. 44,"Carnegie Public Library, Published in San Leandro Standard, August 13, 1914",,,
00001734.pdf,"Advertisment, City Garage. J. E. Demont, Manager",261.15 KB,"Advertisment, City Garage. J. E. Demont, Manager",,"Located on Washington St., August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6850/0,,,,1914,,,01734,Vol. 44,"Advertisment, City Garage. J. E. Demont, Manager. Located on Washington St., August 13, 1914",,"Advertisment, City Garage. J. E. Demont, Manager. Located on Washington St., August 13, 1914",
00001735.pdf,"Advertisment, Gannon's Men's Store",316.29 KB,"Advertisment, Gannon's Men's Store",,"Published in San Leandro Standard, August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6851/0,,,1735,1914,10D824,1,01735,Vol. 44,"Advertisment, Gannon's Men's Store Published in San Leandro Standard, August 13, 1914",,"Advertisment, Gannon's Men's Store Published in San Leandro Standard, August 13, 1914",
00001736.pdf,"Advertisment, Junior Monarch Hay Press Co.",405.86 KB,"Advertisment, Junior Monarch Hay Press Co.",,"Published in San Leandro Standard, August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6852/0,,,,1914,,,01736,Vol. 44,"Advertisment, Junior Monarch Hay Press Co., Published in San Leandro Standard, August 13, 1914",,"Advertisment, Junior Monarch Hay Press Co., Published in San Leandro Standard, August 13, 1914",
00001738.pdf,"Part of Article, ' Educational Excellence.'",553.04 KB,"Part of Article, ' Educational Excellence.'",,"Buildings pictured include San Leandro Public School, (Lincoln), Best Theatre, and residence of Mrs. Henrietta Farrelly.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6853/0,,,1738,1914,24E318,14,01738,Vol. 44,"Part of Article, ' Educational Excellence.'",,,
00001739.pdf,San Leandro's Story' by Weston P. Truesdale,461.35 KB,San Leandro's Story' by Weston P. Truesdale,,"Published in San Leandro Standard, August 13, 1914. Building is Carnegie Public Library.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6854/0,,,,1914,,,01739,Vol. 44,"San Leandro's Story' by Weston P. Truesdale. Published in San Leandro Standard, August 13, 1914",,"San Leandro's Story' by Weston P. Truesdale. Published in San Leandro Standard, August 13, 1914",
00001740.pdf,"San Leandro's Story', bottom half of page",545.45 KB,"San Leandro's Story', bottom half of page",,Photos include Lake Chabot and San Leandro Plaza.,Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6855/0,,,1740,1914,10D824,10,01740,Vol. 44,"San Leandro's Story', bottom half of page. Photos include Lake Chabot and San Leandro Plaza",,"San Leandro's Story', bottom half of page. Photos include Lake Chabot and San Leandro Plaza",
00001741.pdf,Miss Emma C. C. Herrscher,475.28 KB,Miss Emma C. C. Herrscher,,"Photo published in San Leandro Standard, August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6856/0,,,1741,1910,24D621,15,01741,Vol. 44,"Miss Emma C. C. Herrscher. Photo published in San Leandro Standard, August 13, 1914",,"Miss Emma C. C. Herrscher. Photo published in San Leandro Standard, August 13, 1914",
00001742.pdf,Schmidt Feed and Fuel,236.61 KB,Schmidt Feed and Fuel,,Schmidt Feed and Fuel.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6857/0,,,,,,,01742,Vol. 44,Schmidt Feed and Fuel,,,
00001743.pdf,William ' Bill' Mathews,297.92 KB,William ' Bill' Mathews,,William ' Bill' Mathews.,Barbara Mathews (daughter),,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6858/0,,,,,,,01743,Vol. 44,William ' Bill' Mathews.,,,
00001744.pdf,William ' Bill' Mathews,225.97 KB,William ' Bill' Mathews,,William ' Bill' Mathews.,Barbara Mathews (daughter),,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6859/0,,,,,,,01744,Vol. 44,William ' Bill' Mathews.,,,
00001745.pdf,"Mrs. Herminia Peralta Dargie, August 8, 1925",586.28 KB,"Mrs. Herminia Peralta Dargie, August 8, 1925",,Photo in paper announcing her return from 14 month visit in Europe. She had been decorated by King Alphonse of Spain with the cross of the Spanish Legion of Honor.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6860/0,,,,1925,,,01745,Vol. 44,Mrs. Herminia Peralta Dargie,,,
00001746.pdf,NR,160.89 KB,NR,,Vol. 44.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6861/0,,,,,,,01746,Vol. 44,NR,,,
00001747.pdf,"Vicente Francisco Peralta, great-grandson of Don Luis Peralta, 1953",387.02 KB,"Vicente Francisco Peralta, great-grandson of Don Luis Peralta, 1953",,"Reputedly born in the Antonio Adobe, built in 1821 and situated at what is now the rear of 2511 34th Ave. Vicente spent his childhood at the Higuera adobe at Warm Springs. He grew up in lower California, made his home, after marriage in Cabo de San Luces. Returned to Alameda County for birth of 8 children. Photo taken July 18, 1953.",Leonard Soberante,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6862/0,,,,1953,,,01747,Vol. 44,"Vicente Francisco Peralta, great-grandson of Don Luis Peralta",,,
00001748.pdf,"The Don Jose Higuera Adobe, built in 1828",484.88 KB,"The Don Jose Higuera Adobe, built in 1828",,"Located on the Rancho Los Tularcitas, the home was surrounded by a hedge of cactus which grew to be twenty feet high.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6863/0,,,,,,,01748,Vol. 44,"The Don Jose Higuera Adobe, built in 1828",,,
00001749.pdf,The Jose Maria Alviso Home on the Rancho Milpitas,325.24 KB,The Jose Maria Alviso Home on the Rancho Milpitas,,"Located two miles from the Oakland-San Jose Highway, the Rancho Milpitas (maize field) was granted to Alviso in 1835.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6864/0,,,,,,,01749,Vol. 44,The Jose Maria Alviso Home on the Rancho Milpitas,,,
00001750.pdf,"San Leandro Baseball Team at Ball Park, ca 1920",353.42 KB,"San Leandro Baseball Team at Ball Park, ca 1920",,"San Leandro Baseball Team at Ball Park, ca 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6865/0,,,1750,1920,21D628,21,01750,Vol. 44,"San Leandro Baseball Team at Ball Park, ca 1920",,,
00001751.pdf,Jose Maria Alviso home in Milpitas,225.42 KB,Jose Maria Alviso home in Milpitas,,Jose Maria Alviso home in Milpitas.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6866/0,,,,,,,01751,Vol. 44,Jose Maria Alviso home in Milpitas,,,
00001752.pdf,Fernandez Adobe,358.93 KB,Fernandez Adobe,,Fernandez Adobe.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6867/0,,,,,,,01752,Vol. 44,Fernandez Adobe,,,
00001753.pdf,Murphy Home in Sunnyvale,240.58 KB,Murphy Home in Sunnyvale,,Murphy Home in Sunnyvale.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6868/0,,,,,,,01753,Vol. 44,Murphy Home in Sunnyvale,,,
00001754.pdf,Jose Maria Alviso Adobe Home in Milpitas,159.03 KB,Jose Maria Alviso Adobe Home in Milpitas,,"Shown in photo: Ernestine Chapman Ponsford, Maria Alviso Dana, Christine Alviso Chapman.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6869/0,,,,,,,01754,Vol. 44,Jose Maria Alviso Adobe Home in Milpitas,,,
00001755.pdf,"Willows Hotel In San Lorenzo, 1875?",460.22 KB,"Willows Hotel In San Lorenzo, 1875?",,The Willows Hotel in San Lorenzo was built in 1875. The picture was taken shortly after its completion. Ezra Livingston was the owner. It later became the residence for the R.T. Kesslers and a portion of the main floor of the San Lorenzo Post Office.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6870/0,,,,1875,,,01755,Vol. 44,"Willows Hotel In San Lorenzo, 1875?",,,
00001756.pdf,Warm Springs Resort in 1860's,478.47 KB,Warm Springs Resort in 1860's,,"Clemente Columbet operated the Warm Springs property when picture was taken in 1860s. Governor Leland Stanford bought the property and added buildings in 1870. At one time, its vineyards were world famous.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6871/0,,,,1870,,,01756,Vol. 44,Warm Springs Resort in 1860's,,,
00001757.pdf,"Warm Springs Resort,",791.37 KB,"Warm Springs Resort,",,"After the 1868 earthquake, this building was moved to Mission San Jose and was later destroyed by fire.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6872/0,,,,1868,,,01757,Vol. 44,"Warm Springs Resort, (Health & Pleasure) Operated by Clements Columbet from 1863-68",,"Warm Springs Resort, (Health & Pleasure) Operated by Clements Columbet from 1863-68",
00001758.pdf,"Augustin Alviso's Adobe Home Located 3 miles West of Centerville. Built in 1842, Photo Taken in 1862",626.31 KB,"Augustin Alviso's Adobe Home Located 3 miles West of Centerville. Built in 1842, Photo Taken in 1862",,"Augustin Alviso standing on balcony with young son Guadalupe. Valentin Alviso, eldest son, standing with horse.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6873/0,,,,1862,,,01758,Vol. 44,"Augustin Alviso's Adobe Home Located 3 miles West of Centerville. Built in 1842, Photo Taken in 1862",,,
00001759.pdf,"Pena Adobe, which houses Santa Clara Women's Club",319.49 KB,"Pena Adobe, which houses Santa Clara Women's Club",,Pena Adobe. Pena Adobe Houses Santa Clara Women's Club.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6874/0,,,,,,,01759,Vol. 44,Pena Adobe. Pena Adobe Houses Santa Clara Women's Club,,,
00001760.pdf,Francisco Alviso's House on Rancho Santa Rita in Southern Alameda County.,230.46 KB,Francisco Alviso's House on Rancho Santa Rita in Southern Alameda County.,,"Adobe house built in 1846, Santa Rita Rancho granted to Dolores Pacheco in 1839.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6875/0,,,,1846,,,01760,Vol. 44,Francisco Alviso's House on Rancho Santa Rita in Southern Alameda County. ,,Francisco Alviso's House on Rancho Santa Rita in Southern Alameda County. ,
00001761.pdf,"Joaquin Miller, Oakland's Famed author in front of his home",765.41 KB,"Joaquin Miller, Oakland's Famed author in front of his home",,"Joaquin Miller, Oakland's Famed author in front of his home.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6876/0,,,,,,,01761,Vol. 45,"Joaouin Miller, Oakland's Famed Author in front of His Home.",,"Joaouin Miller, Oakland's Famed Author in front of His Home.",
00001762.pdf,"Jose de los Santos Berreyesa Adobe House in Martinez. Built in 1850, Demolished in 1906",242.68 KB,"Jose de los Santos Berreyesa Adobe House in Martinez. Built in 1850, Demolished in 1906",,"Jose de los Santos Berreyesa Adobe House in Martinez. Built in 1850, Demolished in 1906.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6877/0,,,,1906,,,01762,Vol. 45,"Jose de los Santos Berreyesa Adobe House in Martinez. Built in 1850, Demolished in 1906",,,
00001763.pdf,"Don Antonio Peralta with his sons Nelson and Vicente, taken in San Francisco in 1869",336.47 KB,"Don Antonio Peralta with his sons Nelson and Vicente, taken in San Francisco in 1869",,Nelson later lived in Martinez and Vicente in Oakland.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6878/0,,,,1869,,,01763,Vol. 45,"Don Antonio Peralta with his sons Nelson and Vicente, taken in San Francisco in 1869. ",,"Don Antonio Peralta with his sons Nelson and Vicente, taken in San Francisco in 1869. ",
00001764.pdf,"Alta Mira Club, formerly Ygnacio Peralta Home, 561 Lafayette Avenue",185.06 KB,"Alta Mira Club, formerly Ygnacio Peralta Home, 561 Lafayette Avenue",,"Alta Mira Club, formerly Ygnacio Peralta Home, 561 Lafayette Avenue.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6879/0,,,,,,,01764,Vol. 45,"Alta Mira Club, formerly Ygnacio Peralta Home, 561 Lafayette Avenue",,,
00001765.pdf,Fulgencio Higuera's adobe on Rancho Aqua Caliente,537.19 KB,Fulgencio Higuera's adobe on Rancho Aqua Caliente,,Fulgencio Higuera built this adobe on Rancho Agua Caliente in 1832 and the building stands today about the way you see above on the old Powers Ranch west of Hill Road several miles south of Warm Springs.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6880/0,,,,,,,01765,Vol. 45,Fulgencio Higuera's adobe on Rancho Aqua Caliente,,,
00001766.pdf,Abelardo Highera's adobe built in 1840's. Abelardo was son of Fugencio Higuera,616.50 KB,Abelardo Highera's adobe built in 1840's. Abelardo was son of Fugencio Higuera,,"Abelardo Higuera, son of Fugencio, built this adobe in the 1840s. It still stands in a foothill canyon about one mile east of Warm Springs off the Curtner Road, fairly well preserved without the aid of modern minds.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6881/0,,,,1840,,,01766,Vol. 45,Abelardo Highera's adobe built in 1840's. Abelardo was son of Fugencio Higuera,,,
00001767.pdf,"Two Catholic Sisters, left, Amy Cameron",442.28 KB,"Two Catholic Sisters, left, Amy Cameron",,"Two Catholic Sisters, left, Amy Cameron.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6882/0,,,,,,,01767,Vol. 45,"Two Catholic Sisters, left, Amy Cameron",,,
00001768.pdf,"Statue of Santa Teresa, Santa Teresa Rancho in Santa Clara County",285.36 KB,"Statue of Santa Teresa, Santa Teresa Rancho in Santa Clara County",,"Statue was brought from Rome by Father Serafina and presented to Jesusita Bernal, wife of Ygnacio Bernal. Pedro, son of Jesusita and Ignacio, placed the statue of the patron saint in a glass enclosed niche on a boulder beside Santa Teresa Spring.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6883/0,,,,,,,01768,Vol. 45,"Statue of Santa Teresa, Santa Teresa Rancho in Santa Clara County",,,
00001769.pdf,"Adobe house built by Francisco Alviso in 1846, on Rancho Santa Rita in Southern Alameda County",248.27 KB,"Adobe house built by Francisco Alviso in 1846, on Rancho Santa Rita in Southern Alameda County",,This rancho was granted to Dolores Pacheco in 1839.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6884/0,,,,1846,,,01769,Vol. 45,"Adeobe house built by Francisco Alviso in 1846, on Rancho Santa Rita in Southern Alameda County",,"Adeobe house built by Francisco Alviso in 1846, on Rancho Santa Rita in Southern Alameda County",
00001770.pdf,Don Agustin Bernal's Adobe House on Rancho El Valle de San Jose in Alameda County,190.69 KB,Don Agustin Bernal's Adobe House on Rancho El Valle de San Jose in Alameda County,,"Adobe house built about 1850 on rancho covering 48,435 acres.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6885/0,,,,1850,,,01770,Vol. 45,Don Agustin Bernal's Adobe House on Rancho El Valle de San Jose in Alameda County,,,
00001771.pdf,Francisco Peralta and his son Joaquin in 1879,681.25 KB,Francisco Peralta and his son Joaquin in 1879,,"Don Francisco was the grandfather of Mrs. Caroline Whitcomb Hatherly, who lived at 1537 Hays St.",Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6886/0,,,,1879,,,01771,Vol. 45,Francisco Peralta and his son Joaquin in 1879,,,
00001772.pdf,"Barbara Peralta Whitcomb with her mother, Isadora Briones",804.34 KB,"Barbara Peralta Whitcomb with her mother, Isadora Briones",,Barbara Peralta Whitcomb was the mother of Mrs. Hatherly. Isadora Briones was the wife of Francisco Peralta.,Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6887/0,,,,,,,01772,Vol. 45,"Barbara Peralta Whitcomb with her mother, Isadora Briones",,,
00001773.pdf,NR,202.39 KB,NR,,Vol. 45.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6888/0,,,,,,,01773,Vol. 45,NR,,,
00001774.pdf,Lena Mathew Bright,292.67 KB,Lena Mathew Bright,,Lena Mathew Bright.,Barbara Mathews,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6889/0,,,,,,,01774,Vol. 45,Lena Mathew Bright,,,
00001776.pdf,"Jones Family, ca 1910",358.50 KB,"Jones Family, ca 1910",,"Jones Family, ca 1910.",Henry Jones,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6890/0,,,,1910,,,01776,Vol. 45,"Jones Family, ca 1910",,,
00001777.pdf,"John Brooks Jr., Barbara Mathews Brooks, John Brooks Sr., Matt Brooks, July, 1970",204.10 KB,"John Brooks Jr., Barbara Mathews Brooks, John Brooks Sr., Matt Brooks, July, 1970",,"John Brooks Jr., Barbara Mathews Brooks, John Brooks Sr., Matt Brooks, July, 1970.",Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6891/0,,,,1970,,,01777,Vol. 45,"John Brooks Jr., Barbara Mathews Brooks, John Brooks Sr., Matt Brooks, July, 1970",,,
00001778.pdf,"William ' Bill' Mathews, Daughter Barbara Mathews",355.33 KB,"William ' Bill' Mathews, Daughter Barbara Mathews",,"William ' Bill' Mathews, Daughter Barbara Mathews.",Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6892/0,,,,,,,01778,Vol. 45,"William ' Bill' Mathews, Daughter Barbara Mathews",,,
00001779.pdf,"William Mathews Agency, 1634 E.14th St. San Leandro",234.00 KB,"William Mathews Agency, 1634 E.14th St. San Leandro",,Birth of Barbara's son advertised by hanging diapers in office window.,Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6893/0,,,,,,,01779,Vol. 45,"William Mathews Agency, 1634 E.14th St. San Leandro",,,
00001780.pdf,"Merle Mathews, Barbara Mathews' mother, taken in 1929",404.36 KB,"Merle Mathews, Barbara Mathews' mother, taken in 1929",,"Merle Mathews, Barbara Mathews' mother, taken in 1929.",Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6894/0,,,,1929,,,01780,Vol. 45,"Merle Mathews, Barbara Mathews' mother, taken in 1929",,,
