resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,source_index,Index Number,Volume,Title,Notes,description2,address
00000089.pdf,"San Leandro Brass Band, ca 1866",349.97 KB,"San Leandro Brass Band, ca 1866","| Band, Brass | San Leandro Brass Band | Courthouse, Alameda County | Performing Arts | Portraits, Group | Portraits, Men | Moore, Jerome | Crane, Alfred E. | Costigan, J.M. | Standeford, George B. | Bullard, L.J. | Borein, Peter R. | Josselyn, J.W. | Chase, George | Morse, Harry N. | County Sheriff |","In front of Alameda County Court House, possibly as early as 1864 or 1865. Band members are, L-R, Jerome Moore, Alfred E. Crane, J.M. Costigan, George B. Standeford, L.J. Bullard, Peter R. Borein, J.W. Josselyn and George Chase. Standing to the left of the band is County Sheriff Harry N. Morse. R.R. Stuart gives more information on these men in his history of San Leandro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5226/0,"[-122.14707445853058, 37.72670675544618]",,89,1868,D72514,11,S,00089,Vol. 3,"San Leandro Brass Band, ca 1868",,"San Leandro Brass Band, ca 1868",
00001355.pdf,"Thad Bradley Bicycling in front of Ury House, ca 1900",351.42 KB,"Thad Bradley Bicycling in front of Ury House, ca 1900",,"Thad Bradley Bicycling in front of Ury House, ca 1900.",Hafner,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6484/0,"[-122.14846551183426, 37.72603780537174]",,1355,1900,D72514,17,S,01355,Vol. 34,"Thad Bradley Bicycling in front of Ury House, ca 1900",,,
00001443.pdf,"Casa Peralta Gate, 1972",288.12 KB,"Casa Peralta Gate, 1972",,"Casa Peralta Gate, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6571/0,"[-122.14714304969382, 37.72591806801698]",,1443,1972,D72613,5,S,01443,Vol. 37,"Casa Peralta Gate, 1972",,,
00001444.pdf,"Casa Peralta Entrance, 1972",340.09 KB,"Casa Peralta Entrance, 1972",,"Casa Peralta Entrance, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6572/0,"[-122.14666320380051, 37.72475359849364]",,1444,1972,D72613,5,S,01444,Vol. 37,"Casa Peralta Entrance, 1972",,,
00001445.pdf,"Casa Peralta Courtyard, 1972",212.08 KB,"Casa Peralta Courtyard, 1972",,"Casa Peralta Courtyard, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6573/0,"[-122.14706861030027, 37.72585759721011]",,1445,1972,D72613,5,S,01445,Vol. 37,"Casa Peralta Courtyard, 1972",,,
00001446.pdf,"Casa Peralta Gate, 1972",198.48 KB,"Casa Peralta Gate, 1972",,"Casa Peralta Gate, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6574/0,"[-122.14841257734437, 37.7255069042517]",,1446,1972,D72613,5,S,01446,Vol. 37,"Casa Peralta Gate, 1972",,,
00001447.pdf,"Casa Peralta Main Entrance, 1972",362.66 KB,"Casa Peralta Main Entrance, 1972",,"Casa Peralta Main Entrance, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6575/0,"[-122.14849696397307, 37.725521115610704]",,1447,1972,D72613,5,S,01447,Vol. 37,"Casa Peralta Main Entrance, 1972",,,
00001466.pdf,Paul Codner by a Fountain at Cass Peralta Rest Home in the 1940s,299.47 KB,Paul Codner by a Fountain at Cass Peralta Rest Home in the 1940s,,Mr. and Mrs. Codner owned this rest home from the 1930s until 1967 or so.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6594/0,"[-122.14724711619728, 37.7257257888091]",,1466,1940,D72613,5,S,01466,Vol. 37,Paul Codner by a Foundtain at Cass Peralta Rest Home in the 1940s,,Paul Codner by a Foundtain at Cass Peralta Rest Home in the 1940s,
00001467.pdf,"Paul Codner, Owner of Casa Peralta Rest Home",378.01 KB,"Paul Codner, Owner of Casa Peralta Rest Home",,Taken during the 1940s near the Fountain.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6595/0,"[-122.14651139872059, 37.72582756200802]",,1467,1940,D72613,31,S,01467,Vol. 37,"Paul Codner, Owner of Casa Peralta Rest Home, Taken during the 1940s near the Fountain",,"Paul Codner, Owner of Casa Peralta Rest Home, Taken during the 1940s near the Fountain",
00001506.pdf,"Salina Peralta on the grounds of Casa Peralta, 1911",335.80 KB,"Salina Peralta on the grounds of Casa Peralta, 1911",,"Salina Peralta on the grounds of Casa Peralta, 1911.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6634/0,"[-122.1480571005245, 37.72501268045377]",,1506,1911,D72613,31,S,01506,Vol. 38,"Salina Peralta on the grounds of Casa Peralta, 1911",,,
00001835.pdf,"Presentation of Casa Peralta to city of San Leandro by Mr and Mrs Jack Brooks, October 1971",303.20 KB,"Presentation of Casa Peralta to city of San Leandro by Mr and Mrs Jack Brooks, October 1971",,"Jack Brooks, Mrs. Brooks (Barbara Mathews), Margaret Rodrigues, Dr. Terry Galloway, Lee Enos.",Margaret Rodrigues,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6948/0,"[-122.14757516864209, 37.72508784095574]",,1835,1971,D72613,31,S,01835,Vol. 46,"Presentation of Casa Peralta to city of San Leandro by Mr and Mrs Jack Brooks, October 1971",,,
00001836.pdf,"Acceptance of Casa Peralta by City Officials, October, 1971",318.52 KB,"Acceptance of Casa Peralta by City Officials, October, 1971",,"Mayor Jack Maltester; Mrs. John Brooks; John Brooks; William Suerstedt, councilman; Mario Polvorosa, councilman; Gregory Pomares, councilman; Al Nahm, councilman; Alvin W. Kant, Vice-mayor; Gunner Seymon, President of Chamber of commerce.",Margaret Rodrigues,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6949/0,"[-122.14790172633562, 37.725141111937795]",,1836,1971,D72613,31,S,01836,Vol. 46,"Acceptance of Casa Peralta by City Officials, October, 1971",,,
00001945.pdf,"Courtyard at the Casa Peralta, 1958",270.88 KB,"Courtyard at the Casa Peralta, 1958",,Mr. and Mrs. James Gilmore.,Gilmore,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7058/0,"[-122.14714330022886, 37.725028801931906]",,1945,1958,D72613,31,S,01945,Vol. 49,"Courtyard at the Casa Peralta, 1958",,,
00002037.pdf,"Watt Bruner and Caroline Bruner, ca 1920",416.75 KB,"Watt Bruner and Caroline Bruner, ca 1920",,"Watt Bruner and Caroline Bruner, ca 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7149/0,"[-122.14760776845603, 37.725543205424174]",,2037,1920,D72613,30,S,02037,Vol. 51,"Watt Bruner and Caroline Bruner, ca 1920",,,
00001448.pdf,"Home of Viola Best Webster, 1972",391.42 KB,"Home of Viola Best Webster, 1972",,"Home of Viola Best Webster, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6576/0,"[-122.14853696743525, 37.72473850584003]",,1448,1972,D72614,17,S,01448,Vol. 37,"Home of Viola Best Webster, 1972",,,
00001449.pdf,"Best Home at 1315 Clark Street, 1972",441.80 KB,"Best Home at 1315 Clark Street, 1972",,"Best Home at 1315 Clark Street, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6577/0,"[-122.14686983432073, 37.72586761764109]",,1449,1972,D72614,13,S,01449,Vol. 37,"Best Home at 1315 Clark Street, 1972",,,
00001458.pdf,"Best Home, 1972",440.68 KB,"Best Home, 1972",,"Best Home, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6586/0,"[-122.14658100718535, 37.72579311013746]",,1458,1972,D72614,13,S,01458,Vol. 37,"Best Home, 1972",,,
00001614.pdf,Daniel Best and Family,311.50 KB,Daniel Best and Family,,"L-R: Meta Ethel, Lottie, Daniel, Russell Flint (Lottie's son), Bessie, and Viola Best. Taken about 1900 in front of the Best home in San Leandro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6741/0,"[-122.14813715253763, 37.72558928422508]",,1614,1920,D72614,24,S,01614,Vol. 41,Daniel Best and Family ,,Daniel Best and Family ,
00000742.pdf,Webber House Cir. 1900,431.94 KB,Webber House Cir. 1900,,Located at Clarke and Davis St.,Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5876/0,"[-122.14825083883782, 37.72513607833969]",,742,1900,D72615,17,S,00742,Vol. 19,"Webber House Cir. 1900, located at Clarke and Davis St.",,"Webber House Cir. 1900, located at Clarke and Davis St.",
00000598.pdf,"Aerial View of San Leandro, Northeast, Intersection of Clarke and Parrott Streets, San Leandro Creek and hills in background",558.41 KB,"Aerial View of San Leandro, Northeast, Intersection of Clarke and Parrott Streets, San Leandro Creek and hills in background",,"Aerial View of San Leandro, Intersection of Clarke and Parrott Streets, San Leandro Creek and hills in background, Lucky Store, Pelton Center,",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5732/0,"[-122.14801984886414, 37.723735608449836]",,598,1966,D72721,7,S,00598,Vol. 15,"Aerial View of San Leandro, NNE from Clark and W. Juana to the Hills",,"Aerial View of San Leandro, NNE from Clark and W. Juana to the Hills",
00000360.pdf,"Estudillo Avenue, 1915",746.95 KB,"Estudillo Avenue, 1915","| Streets, Estudillo Ave. | Trees |","Estudillo Avenue, 1915.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5494/0,"[-122.14637725377388, 37.728858802199476]",,360,1915,D82316,9,S,00360,Vol. 9,"Estudillo Avenue, 1915",,,
00001302.pdf,"Automobile decorated with Cherries, 1913",393.27 KB,"Automobile decorated with Cherries, 1913",,Car belonged to Mr. Vagar and was ready for the carnival. Taken at Callan Ave. and East 14th Street.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6434/0,"[-122.14488523111959, 37.729148164480364]",,1302,1913,D82327,18,S,01302,Vol. 33,"Automobile decorated with Cherries, 1913",,,
00000502.pdf,"Group in Auto, 1900",455.51 KB,"Group in Auto, 1900","| Automobiles and Trucks | Portraits, Group | Barradas, Frank | Burnett, Frank | Wagner, George | Aber, Mrs. Bert | Burnett, Leslie | Burnett, Oscar |","Frank Barradas, Frank Burnett, George Wagner, Mrs. Bert Aber, Leslie Burnett, Oscar Burnett, driver unknown.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5636/0,"[-122.14470029058354, 37.72935575802371]",,502,1900,D82328,30,S,00502,Vol. 13,"Group in Auto, 1900",,,
00000282.pdf,Hyde Street looking toward Estudillo,273.09 KB,Hyde Street looking toward Estudillo,"| Street, Hyde St. | Street, Estudillo | M.J. Garcia Home |",The M.J. Garcia home on the extreme left was built in 1875.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5416/0,"[-122.14577505049343, 37.72947830285016]",,282,1968,D82399,9,S,00282,Vol. 8,Hyde Street looking toward Estudillo,,,
00000082.pdf,"U. P. E. C. Building, ca 1957",284.74 KB,"U. P. E. C. Building, ca 1957","| Carlton Card Co. | Nell's | U.P.E.C. Loans | Loans, Real Estate | Ed's Shoe Repair | Capri Coffee Shop | Stores and Shops | Services | Shop, Coffee | East 14th Street |",From South; E. 14th St.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5219/0,"[-122.1459600980329, 37.7274485759504]",,82,1957,D82410,12,S,00082,Vol. 3,"U. P. E. C. Building, ca 1957",,,
00000090.pdf,"U. P. E. C. Building, ca 1956 and Mario Polvorosa's Shoe Shine shop",414.73 KB,"U. P. E. C. Building, ca 1956 and Mario Polvorosa's Shoe Shine shop","| U.P.E.C Loans | Carlton Card Co. | Loans, Real Estate | Mario's Shoe Shine | Billye's Beauty Shop | Stores and Shops | Services | Street, East 14th | Street, Callan |",Located on east side of E. 14th St. between Chumalia and Callan Streets.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5227/0,"[-122.14479717881896, 37.727619571465034]",,90,1956,D82410,12,S,00090,Vol. 3,"U. P. E. C. Building, ca 1956",,,
00000219.pdf,Group Picture in San Leandro Plaza,211.53 KB,Group Picture in San Leandro Plaza,"| Plaza, San Leandro | Portraits, Group | Portraits, Men |",Group Picture in San Leandro Plaza.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5355/0,"[-122.14481558407546, 37.72832859817653]",,219,1920,D82410,11,S,00219,Vol. 6,San Leandro Plaza,,,
00000236.pdf,"San Leandro Plaza, 1899",560.51 KB,"San Leandro Plaza, 1899",| San Leandro Plaza | Herrscher Building | El Dorado Bar | Restaurants and Bars | Herrscher Block | Stores and Shops |,"Old Herrscher Bldg. in center, still standing in 1970, El Dorado Bar. By 1972, the Herrscher Building was situated diagonally across the street and housed the J.C. Penney Co. The old area is known as the Herrsher Block.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5371/0,"[-122.14518837831064, 37.72769679579096]",,236,1899,D82410,11,S,00236,Vol. 6,"San Leandro Plaza, 1899",,,
00000273.pdf,"Eber's Meat Market, 1875",949.55 KB,"Eber's Meat Market, 1875",| Eber's Meat Market | Stores and Shops |,"San Leandro was already a thriving community when this photo was taken in 1875 of the Eber Meat Market, 1240 E. 14th St., where Gibson's Pharmacy now stands. Note beef carcasses hanging at street curb.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5407/0,"[-122.14628772111045, 37.72812957150911]",,273,1875,D82410,37,S,00273,Vol. 7,"Eber's Meat Market, 1875",,,
00000296.pdf,San Leandro Plaza about 1954,653.68 KB,San Leandro Plaza about 1954,| San Leandro Plaza | Stores and Shops | Services | Other Businesses |,San Leandro Plaza about 1954.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5430/0,"[-122.14628891416737, 37.72721969766064]",,296,1954,D82410,10,S,00296,Vol. 8,San Leandro Plaza about 1954,,,
00000324.pdf,"Oakland, San Leandro and Haywards Electric Railway in San Leandro Plaza on the First Day of Service, May 7, 1892.",401.63 KB,"Oakland, San Leandro and Haywards Electric Railway in San Leandro Plaza on the First Day of Service, May 7, 1892.","| San Leandro Plaza | Oakland, San Leandro and Hayward's Electric Railway | Street, East 14th | H.F. Eber's Grove Market | Stores and Shops | Dickinson's Drugs | Services |","Oakland, San Leandro and Haywards Electric Railway in San Leandro Plaza on the First Day of Service, May 7, 1892. The Plaza and the 1200 block of Haywards Rd. (E. 14th St.) are shown. H.F. Eber's Grove Market was next to Dickinson's Drugs; it had first been established in East Oakland and moved here about 1876. The palm tree had apparently been just planted in the plaza.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5458/0,"[-122.14498932524023, 37.72740697631249]",,324,1892,D82410,11,S,00324,Vol. 9,Plaza on the First Day of Service of the Oakland,,Plaza on the First Day of Service of the Oakland,
00000342.pdf,"City Plaza in 1906, I.O.O.F. in background.",292.70 KB,"City Plaza in 1906, I.O.O.F. in background.","| Plaza, City | Portraits, Group | Spanish American War Cannon | I.O.O.F. |",The Spanish American War Cannon was secured by Col. Hastings in 1903.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5476/0,"[-122.144604227901, 37.72824262597424]",,342,1906,D82410,11,S,00342,Vol. 9,"City Plaza in 1906, I.O.O.F. in background.",,,
00000375.pdf,"Central Restaurant and Grocery, 1896",310.03 KB,"Central Restaurant and Grocery, 1896","| Central Restaurant | Central Grocery | Street, East 14th | Street, Callan Ave. | Restaurants and Bars | Stores and Shops | Real Estate | Other Businesses | Schleeter and Wilkie's Central Grocery | Carriages and Coaches |",Corner of E. 14th and Callan Ave.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5509/0,"[-122.1447547719466, 37.7280266395469]",,375,1896,D82410,32,S,00375,Vol. 10,"Central Restaurant and Grocery, 1896",,,
00000378.pdf,"New San Leandro Plaza, 1968",435.92 KB,"New San Leandro Plaza, 1968",| San Leandro Plaza | Panoramas and Aerial Views | Roger's Mens Shop | Stores and Shops | Automobiles and Trucks | The Bank of California | Other Businesses | Local Loan | Plaza Cleaners | Services | George's |,"New San Leandro Plaza, 1968.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5512/0,"[-122.14598030240148, 37.72770872275202]",,378,1968,D82410,10,S,00378,Vol. 10,"New San Leandro Plaza, 1968",,,
00000381.pdf,"Bud Eber's Meat Market, 1909",359.72 KB,"Bud Eber's Meat Market, 1909","| Budd Eber's Meat Market | Eber, Budd | Eber, Earl | Portraits, Group | Portraits, Men | Portraits, Family | Stores and Shops |","Budd Eber, Earl Eber.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5515/0,"[-122.14552503187902, 37.72794219675929]",,381,1909,D82410,30,S,00381,Vol. 10,"Bud Eber's Meat Market, 1909",,,
00000399.pdf,"Streetcar Tracks on E. 14th St., 1891",698.66 KB,"Streetcar Tracks on E. 14th St., 1891",,Putting in tracks on E. 14th St. looking toward Estudillo House. Galloway places the date of this view as 1914 to 1918. The American Trust building may be seen on the far right.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5533/0,"[-122.1457710702023, 37.7280946439478]",,399,1891,D82410,12,S,00399,Vol. 10,"Streatcar Tracks on E. 14th St., 1891",,"Streatcar Tracks on E. 14th St., 1891",
00000427.pdf,"San Leandro Plaza, 1945",459.20 KB,"San Leandro Plaza, 1945",| San Leandro Plaza | Stores and Shops | Services | I.O.O.F. Hall | Gibson's Drugs | Hardware | San Leandro Market | East 14th Chop Suey | Elmer Hotel | Hotels and Motels | Cafe | Restaurants and Bars | Safeway | Automobiles and Trucks |,"San Leandro Plaza, 1945.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5561/0,"[-122.14505066733118, 37.72793180125593]",,427,1946,D82410,11,S,00427,Vol. 11,"San Leandro Plaza, 1945",,,
00000436.pdf,"Bank of San Leandro Employees, 1914",398.92 KB,"Bank of San Leandro Employees, 1914","| Bank of San Leandro | Other Businesses | Portraits, Group | Hale, Charley | Morehouse, L. | William, Tony | Birchanald, Bessie | Rindspacher, Charley | Skiller, Jack | Smythe | DeBrum, Seraphin |","Right to left: Charley Hale, cashier; L. Morehouse, President; Tony William, Bessi Birchanald, Charley Rindspacher, Jack Skiller, Miss Smythe, Seraphin DeBrum.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5570/0,"[-122.14617194210732, 37.727795196139525]",,436,1914,D82410,19,S,00436,Vol. 11,"Bank of San Leandro Employees, 1914",,,
00000462.pdf,"San Leandro Plaza about 1945, as on Postcard",259.43 KB,"San Leandro Plaza about 1945, as on Postcard",| San Leandro Plaza | Ortzow's Pharmacy | Daniel Best Building | Automobiles and Trucks | Hotels and Motels | Stores and Shops | Services |,May have been taken in 1938.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5596/0,"[-122.14584535248662, 37.72818753240432]",,462,1945,D82410,12,S,00462,Vol. 12,"San Leandro Plaza about 1945, as on Postcard",,,
00000472.pdf,"Bill ' Leggie' Miller's Cigar Stand, 1918",385.17 KB,"Bill ' Leggie' Miller's Cigar Stand, 1918","| Miller, Bill | Bill Miller's Cigar Stand | Stores and Shops | Portraits, Men | Wrigley's Doublemint Gum | Bull Durham | El Palencia | Wrigley's Juicy Fruit | Wrigley's Spearmint | Cinco Cigars |","Bill ""Leggie"" Miller's Cigar Stand was located on the East side of East 14th Street between Callan and Estudillo Avenues.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5606/0,"[-122.14591993555953, 37.72723184067024]",,472,1918,D82410,35,S,00472,Vol. 12,"Bill ' Leggie' Miller's Cigar Stand, 1918",,,
00000473.pdf,"Frankie Miller's Barber Shop, 1910",399.22 KB,"Frankie Miller's Barber Shop, 1910","| Frankie Miller's Barber Shop | Services | Portraits, Men |",Corner of E. 14th and Callan Ave.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5607/0,"[-122.14629044016759, 37.72738747303308]",,473,1910,D82410,19,S,00473,Vol. 12,"Frankie Miller's Barber Shop, 1910",,,
00000512.pdf,"Eber's Meat Market, 1900",422.81 KB,"Eber's Meat Market, 1900","| Eber's Meat Market | Stores and Shops | Portraits, Group | Portraits, Men | Borman, George | Eber, Harry | Eber, Budd | Peralta, Joe Sr. |","L to R: George Borman on phone, Harry Eber, Budd Eber, Joe Peralta, Sr.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5646/0,"[-122.14462201291755, 37.72840181005257]",,512,1900,D82410,37,S,00512,Vol. 13,"Eber's Meat Market, 1900",,,
00000514.pdf,"Grove Market, 1900",296.49 KB,"Grove Market, 1900","| Grove Market | Stores and Shops | Street, East 14th | Gates, Dawson | Eber, Budd | Portraits, Men |","212 Hayward Road, San Leandro. Now: 1240 East 14th Street. Dawson Gates, Budd Eber.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5648/0,"[-122.14495318905455, 37.72757813063859]",,514,1900,D82410,7,S,00514,Vol. 13,"Grove Market, 1900",,,
00000531.pdf,"Hayward Ave. Looking West, 1903-06",382.38 KB,"Hayward Ave. Looking West, 1903-06",,Now E. 14th St. between Estudillo and Callan. Note arc light in front of second set of windows from left; these were put in replacing gas lights in July 1903. By 1906 the Oddfellows Building had expanded and the increase in telephone service over previous times is indicated by the number of connections on the telephone pole.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5665/0,"[-122.1464785414503, 37.72826561462065]",,531,1906,D82410,9,S,00531,Vol. 14,"Hayward Ave. Looking West, 1903-06",,,
00000532.pdf,San Leandro Plaza,332.86 KB,San Leandro Plaza,,San Leandro Plaza.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5666/0,"[-122.14580984534041, 37.727467820782174]",,532,1946,D82410,9,S,00532,Vol. 14,San Leandro Plaza,,,
00000560.pdf,"Frank Miller's Barber Shop, 1910",337.12 KB,"Frank Miller's Barber Shop, 1910",,Corner of E. 14th and Callan.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5694/0,"[-122.14476420190458, 37.727234696198984]",,560,1910,D82410,19,S,00560,Vol. 14,"Frank Miller's Barber Shop, 1910",,,
00000568.pdf,"Haywards Avenue Looking North, 1903-06",408.90 KB,"Haywards Avenue Looking North, 1903-06",,"Odd Fellows Bldg., Olympia Bldg., Christenson Hotel.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5702/0,"[-122.14465385245701, 37.72730533157935]",,568,1903,D82410,11,S,00568,Vol. 15,"Haywards Avenue Looking North, 1903-06",,,
00000585.pdf,"Building on the Corner of E. 14th and Joaquin Streets, San Leandro.",348.86 KB,"Building on the Corner of E. 14th and Joaquin Streets, San Leandro.",,The flags were in honor of the second Cherry Festival.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5719/0,"[-122.14648069702214, 37.72796230706595]",,585,1910,D82410,28,S,00585,Vol. 15,"Building on the Corner of E. 14th and Joaquin Streets, San Leandro.",,,
00000593.pdf,"San Leandro Plaza and Electric Railway, May 7, 1892",352.00 KB,"San Leandro Plaza and Electric Railway, May 7, 1892",,"San Leandro Plaza and Electric Railway, May 7, 1892.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5727/0,"[-122.14542740294154, 37.727893925746066]",,593,1892,D82410,11,S,00593,Vol. 15,"San Leandro Plaza and Electric Railway, May 7, 1892",,,
00000594.pdf,This Picture of the Plaza,308.86 KB,This Picture of the Plaza,,This Picture of the Plaza(?) was probably made after 1903 when the cannon was placed there.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5728/0,"[-122.14549001487613, 37.72772359261444]",,594,1900,D82410,11,S,00594,Vol. 15,This Picture of the Plaza(?) was probably made after 1903 when the cannon was placed there.,,,
00000599.pdf,"Cigar Stand Beside J. F. Silva Saloon, c. 1918",369.34 KB,"Cigar Stand Beside J. F. Silva Saloon, c. 1918",,Located at NW corner of Callan and E. 14th. Clerk Frank Matoza.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5733/0,"[-122.14560829017611, 37.728006391322765]",,599,1918,D82410,35,S,00599,Vol. 15,"Cigar Stand Beside J. F. Silva Saloon, c. 1918  ",,"Cigar Stand Beside J. F. Silva Saloon, c. 1918  ",
00000601.pdf,"Plaza, E. 14th St. and Estudillo, 1900",538.68 KB,"Plaza, E. 14th St. and Estudillo, 1900",,"Date may be between 1904 and 1909: after electric lights were installed, after wooden awnings were removed, but before the building of the Murphy Block.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5735/0,"[-122.14636528771395, 37.727375428876016]",,601,1900,D82410,10,S,00601,Vol. 16,"Plaza, E. 14th St. and Estudillo, 1900",,,
00000699.pdf,"San Leandro Plaza Flagpole Dedication, March 6, 1897",294.39 KB,"San Leandro Plaza Flagpole Dedication, March 6, 1897",,"San Leandro Plaza flagpole dedication, March 6, 1897. Looking down Haywards Road (East 14th Street). The flagpole was donated by Col. Frank S. Hasting.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5833/0,"[-122.14460718569994, 37.72805144064948]",,699,1896,D82410,11,S,00699,Vol. 18,"A View of the Flagpole Dedication, March 6, 1897,Looking Down Haywards Road (E. 14th St.)",,"A View of the Flagpole Dedication, March 6, 1897,Looking Down Haywards Road (E. 14th St.)",
00000701.pdf,San Leandro Plaza,493.71 KB,San Leandro Plaza,,"Background shows Estudillo Hotel, Sportsman, wine and tobacco store. Not shown, but on the same block at that time, Mrs. Herrscher's ""Cheap Cash Store"".",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5835/0,"[-122.1451161158157, 37.728201940857794]",,701,1900,D82410,10,S,00701,Vol. 18,San Leandro Plaza,,,
00000720.pdf,"Aerial View of Plaza, Estudillo and E. 14th St. 1939",284.96 KB,"Aerial View of Plaza, Estudillo and E. 14th St. 1939",,"Aerial View of Plaza, Estudillo and E. 14th St. 1939.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5854/0,"[-122.14476114188788, 37.72772601688054]",,720,1940,D82410,7,S,00720,Vol. 18,"Aerial View of Plaza, Estudillo and E. 14th St. 1939",,,
00000761.pdf,"Aerial View of San Leandro taken October 2, 1951, Pinpointing four largest industries",437.67 KB,"Aerial View of San Leandro taken October 2, 1951, Pinpointing four largest industries",,"Aerial View of San Leandro taken October 2, 1951, Pinpointing four largest industries.",Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5895/0,"[-122.14539358277788, 37.72770644546632]",,761,1946,D82410,11,S,00761,Vol. 20,"Aerial View of San Leandro taken October 2, 1951, Pinpointing four largest industries",,,
00000878.pdf,"City Plaza, 1940",717.46 KB,"City Plaza, 1940",,"Shown are Thrift Cut Rate Drugs, Safeway, First National Bank, Real Estate, Elmer Hotel, Seafood Grill, Eastern Chop Suey Cafe, San Leandro Market, Overland Liquor, A-1 Meat Market, Gibson's Drugs, I.O.O.F., Dr. Hope.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6012/0,"[-122.14485237370235, 37.72763352429911]",,878,1940,D82410,11,S,00878,Vol. 22,"City Plaza, 1940",,,
00000883.pdf,"Oakland, San Leandro and Haywards Electric Railway on opening day in San Leandro Plaza, May 7, 1892",568.59 KB,"Oakland, San Leandro and Haywards Electric Railway on opening day in San Leandro Plaza, May 7, 1892",,"Electric railaway ran between Oakland and Hayward. Text: ""Opening of the ---"". In background is the I.O.O.F. building and Manhattan Food.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6017/0,"[-122.14649637901472, 37.72822695453936]",,883,1902,D82410,10,S,00883,Vol. 23,"Street Cars, 1900",,"Street Cars, 1900",
